labels,text,predicates,subj/obj,triple_A,triple_B,triple_C,triple_D
results,"In general we are able to improve by a large margin other ERT methods as RCPR , ERT or c GPRT because of the better initialization and the robust features provided by the CNN .","[('able to', (4, 6)), ('improve by', (6, 8)), ('as', (14, 15))]","[('large margin', (9, 11)), ('other ERT methods', (11, 14)), ('RCPR', (15, 16)), ('ERT or c GPRT', (17, 21))]",[],[],[],[]
results,"We also outperform RCN ( without any denoising model ) , a CNN architecture like the one used in 3DDE .","[('without', (5, 6))]","[('outperform', (2, 3)), ('RCN', (3, 4))]",[],[],[],[]
results,Our approach obtains the best overall performance in the indoor and outdoor subsets of the private competition ( see ) and in the full subset of the 300W public test set ( see ) .,"[('obtains', (2, 3)), ('in', (7, 8)), ('of', (13, 14)), ('of', (25, 26))]","[('Our approach', (0, 2)), ('best overall performance', (4, 7)), ('indoor and outdoor subsets', (9, 13)), ('private competition', (15, 17)), ('full subset', (23, 25)), ('300W public test set', (27, 31))]",[],[],[],[]
results,"In the challenging subset of the 300W public competition , SHN gets better results than 3DDE .","[('In', (0, 1)), ('of', (4, 5)), ('gets', (11, 12)), ('than', (14, 15))]","[('challenging subset', (2, 4)), ('300W public competition', (6, 9)), ('SHN', (10, 11)), ('better results', (12, 14)), ('3DDE', (15, 16))]",[],[],[],[]
results,"3 DDE obtains the best results , NME 5.11 , establishing anew state - of - the - art .","[('obtains', (2, 3)), ('establishing', (10, 11))]","[('DDE', (1, 2)), ('best results', (4, 6)), ('NME 5.11', (7, 9))]",[],[],[],[]
results,"In terms of landmark visibility estimation , we have obtained better precision with an overall better recall than the best previous approach , DCFE .","[('In terms of', (0, 3)), ('obtained', (9, 10)), ('with', (12, 13)), ('than', (17, 18))]","[('landmark visibility estimation', (3, 6)), ('better precision', (10, 12)), ('overall better recall', (14, 17)), ('best previous approach', (19, 22)), ('DCFE', (23, 24))]",[],[],[],[]
experiments,"Again , the regularization together with the new initialization contributes to improve DCFE .","[('together with', (4, 6)), ('contributes to', (9, 11))]","[('regularization', (3, 4)), ('new initialization', (7, 9)), ('improve DCFE', (11, 13))]",[],[],[],[]
results,"Although the results in are not strictly comparable , because each paper uses its own train and test subsets , we get an NME of 2.06 with the full 21 landmarks set .","[('get', (21, 22)), ('of', (24, 25)), ('with', (26, 27))]","[('NME', (23, 24)), ('2.06', (25, 26)), ('full 21 landmarks set', (28, 32))]",[],[],[],[]
results,3DDE outperforms its competitors in all the WFLW subsets by a large margin .,"[('in', (4, 5)), ('by', (9, 10))]","[('3DDE', (0, 1)), ('outperforms', (1, 2)), ('its competitors', (2, 4)), ('all the WFLW subsets', (5, 9)), ('large margin', (11, 13))]",[],[],[],[]
ablation-analysis,"3DDE is based on three key ideas : 3D initialization , a cascaded ERT regressor operating on probabilistic CNN features and a coarse - to - fine scheme .","[('based on', (2, 4)), ('operating on', (15, 17))]","[('3DDE', (0, 1)), ('3D initialization', (8, 10)), ('cascaded ERT regressor', (12, 15)), ('probabilistic CNN features', (17, 20)), ('coarse - to - fine scheme', (22, 28))]",[],[],[],[]
ablation-analysis,In we show the results obtained by different configurations of our framework when evaluated on WFLW .,"[('show', (2, 3)), ('obtained by', (5, 7)), ('of', (9, 10)), ('evaluated on', (13, 15))]","[('different configurations', (7, 9)), ('our framework', (10, 12)), ('WFLW', (15, 16))]",[],[],[],[]
ablation-analysis,"When combined with the cascaded ERT , the 3D initialization is key to achieve top overall performance , see CNN + MS + DE vs CNN + 3D + DE in the full subset .","[('combined with', (1, 3)), ('key to achieve', (11, 14)), ('see', (18, 19))]","[('cascaded ERT', (4, 6)), ('3D initialization', (8, 10)), ('top overall performance', (14, 17)), ('CNN + MS + DE vs CNN + 3D + DE', (19, 30))]",[],[],[],[]
ablation-analysis,"So , it provides the largest improvement in the pose subset .","[('provides', (3, 4)), ('in', (7, 8))]","[('largest improvement', (5, 7)), ('pose subset', (9, 11))]",[],[],[],[]
ablation-analysis,The use of CNN probability maps improves the NME in the full data set in about 20 % ( see CNN+ 3D + SE vs CNN + 3D + DE ) .,"[('use of', (1, 3)), ('improves', (6, 7)), ('in', (9, 10)), ('in', (14, 15))]","[('CNN probability maps', (3, 6)), ('NME', (8, 9)), ('full data set', (11, 14)), ('about 20 %', (15, 18))]",[],[],[],[]
ablation-analysis,"The coarse - to - fine strategy in our cascaded ERT provides significative local improvements in difficult cases , with rare facial part combinations ( see ) .","[('in', (7, 8)), ('provides', (11, 12)), ('in', (15, 16)), ('with', (19, 20))]","[('coarse - to - fine strategy', (1, 7)), ('our cascaded ERT', (8, 11)), ('significative local improvements', (12, 15)), ('difficult cases', (16, 18)), ('rare facial part combinations', (20, 24))]",[],[],[],[]
results,"The smallest database , COFW , has the worst cross - dataset results .",[],"[('smallest database', (1, 3)), ('COFW', (4, 5)), ('worst cross - dataset results', (8, 13))]",[],[],[],[]
results,"On the other hand , the data set with greatest diversity , WFLW , has the best results .","[('with', (8, 9))]","[('data set', (6, 8)), ('greatest diversity', (9, 11)), ('best results', (16, 18))]",[],[],[],[]
results,"Moreover , the model All , trained with the training sets of all data bases , is able to improve , in all cross - dataset experiments , the models trained in a single data set .","[('trained with', (6, 8)), ('able to', (17, 19)), ('in', (21, 22)), ('trained in', (30, 32))]","[('model All', (3, 5)), ('training sets of all data bases', (9, 15)), ('improve', (19, 20)), ('all cross - dataset experiments', (22, 27)), ('models', (29, 30)), ('single data set', (33, 36))]",[],[],[],[]
results,"The landmarks with highest NME are those related to the ears , the bottom of the mouth and the chin .","[('with', (2, 3)), ('are', (5, 6)), ('related to', (7, 9))]","[('landmarks', (1, 2)), ('highest NME', (3, 5)), ('ears', (10, 11)), ('bottom of the mouth', (13, 17)), ('chin', (19, 20))]",[],[],[],[]
research-problem,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network,[],"[('Joint 3D Face Reconstruction and Dense Alignment', (0, 7))]",[],[],[],[]
code,Code is available at https://github.com/YadiraF/PRNet.,[],[],[],[],[],[]
research-problem,3 D face reconstruction and face alignment are two fundamental and highly related topics in computer vision .,[],"[('3 D face reconstruction and face alignment', (0, 7))]",[],[],[],[]
model,"trains a complex network to regress 68 facial landmarks with 2D coordinates from a single image , but needs an extra network to estimate the depth value .","[('trains', (0, 1)), ('to regress', (4, 6)), ('with', (9, 10)), ('from', (12, 13))]","[('complex network', (2, 4)), ('68 facial landmarks', (6, 9)), ('2D coordinates', (10, 12)), ('single image', (14, 16))]",[],[],[],[]
model,"In this paper , we propose an end - to - end method called Position map Regression Network ( PRN ) to jointly predict dense alignment and reconstruct 3 D face shape .","[('propose', (5, 6)), ('called', (13, 14)), ('to jointly predict', (21, 24)), ('reconstruct', (27, 28))]","[('end - to - end method', (7, 13)), ('Position map Regression Network ( PRN )', (14, 21)), ('dense alignment', (24, 26)), ('3 D face shape', (28, 32))]",[],[],[],[]
model,"Meanwhile , our method is straightforward with a very light - weighted model which provides the result in one pass with 9.8 ms .","[('is', (4, 5)), ('with', (6, 7)), ('provides', (14, 15)), ('in', (17, 18)), ('with', (20, 21))]","[('our method', (2, 4)), ('straightforward', (5, 6)), ('very light - weighted model', (8, 13)), ('result', (16, 17)), ('one pass', (18, 20)), ('9.8 ms', (21, 23))]",[],[],[],[]
model,"Specifically , we design a UV position map , which is a 2D image recording the 3D coordinates of a complete facial point cloud , and at the same time keeping the semantic meaning at each UV place .","[('design', (3, 4)), ('which is', (9, 11)), ('recording', (14, 15)), ('of', (18, 19)), ('keeping', (30, 31)), ('at', (34, 35))]","[('UV position map', (5, 8)), ('2D image', (12, 14)), ('3D coordinates', (16, 18)), ('complete facial point cloud', (20, 24)), ('semantic meaning', (32, 34)), ('each UV place', (35, 38))]",[],[],[],[]
model,We then train a simple encoder - decoder network with a weighted loss that focuses more on discriminative region to regress the UV position map from a single 2 D facial image .,"[('train', (2, 3)), ('with', (9, 10)), ('focuses more on', (14, 17)), ('to regress', (19, 21)), ('from', (25, 26))]","[('simple encoder - decoder network', (4, 9)), ('weighted loss', (11, 13)), ('discriminative region', (17, 19)), ('UV position map', (22, 25)), ('single 2 D facial image', (27, 32))]",[],[],[],[]
experiments,"Figure1 shows our method is robust to poses , illuminations and occlusions .","[('shows', (1, 2)), ('to', (6, 7))]","[('our method', (2, 4)), ('robust', (5, 6)), ('poses , illuminations and occlusions', (7, 12))]",[],[],[],[]
model,"- To directly regress the 3D facial structure and dense alignment , we develop a novel representation called UV position map , which records the position information of 3 D face and provides dense correspondence to the semantic meaning of each point on UV space .","[('To directly regress', (1, 4)), ('develop', (13, 14)), ('called', (17, 18)), ('records', (23, 24)), ('of', (27, 28)), ('provides', (32, 33)), ('to', (35, 36)), ('on', (42, 43))]","[('3D', (5, 6)), ('novel representation', (15, 17)), ('UV position map', (18, 21)), ('position information', (25, 27)), ('3 D face', (28, 31)), ('dense correspondence', (33, 35)), ('semantic meaning', (37, 39)), ('each point', (40, 42)), ('UV space', (43, 45))]",[],[],[],[]
model,"- For training , we proposed a weight mask which assigns different weight to each point on position map and compute a weighted loss .","[('proposed', (5, 6)), ('which', (9, 10)), ('assigns', (10, 11)), ('to', (13, 14)), ('on', (16, 17)), ('compute', (20, 21))]","[('training', (2, 3)), ('weight mask', (7, 9)), ('different weight', (11, 13)), ('each point', (14, 16)), ('position map', (17, 19)), ('weighted loss', (22, 24))]",[],[],[],[]
model,- We finally provide a light - weighted framework that runs at over 100 FPS to directly obtain 3 D face reconstruction and alignment result from a single 2 D facial image .,"[('provide', (3, 4)), ('runs at', (10, 12)), ('to directly obtain', (15, 18)), ('from', (25, 26))]","[('light - weighted framework', (5, 9)), ('over 100 FPS', (12, 15)), ('3 D face reconstruction and alignment result', (18, 25)), ('single 2 D facial image', (27, 32))]",[],[],[],[]
experimental-setup,"Like , we also augment our training data by scaling color channels with scale range from 0.6 to 1.4 .","[('augment', (4, 5)), ('by scaling', (8, 10)), ('with', (12, 13)), ('from', (15, 16)), ('to', (17, 18))]","[('training data', (6, 8)), ('color channels', (10, 12)), ('scale range', (13, 15)), ('0.6', (16, 17))]",[],[],[],[]
experimental-setup,"For optimization , we use Adam optimizer with a learning rate begins at 0.0001 and decays half after each 5 epochs .","[('For', (0, 1)), ('use', (4, 5)), ('with', (7, 8)), ('begins at', (11, 13)), ('after', (17, 18))]","[('optimization', (1, 2)), ('Adam optimizer', (5, 7)), ('learning rate', (9, 11)), ('0.0001', (13, 14)), ('decays', (15, 16)), ('half', (16, 17)), ('each 5 epochs', (18, 21))]",[],[],[],[]
experimental-setup,The batch size is set as 16 .,"[('set as', (4, 6))]","[('batch size', (1, 3)), ('16', (6, 7))]",[],[],[],[]
experimental-setup,All of our training codes are implemented with TensorFlow .,"[('implemented with', (6, 8))]","[('TensorFlow', (8, 9))]",[],[],[],[]
ablation-analysis,Network trained without using weight mask has worst performance compared with other two settings .,"[('compared with', (9, 11))]","[('Network trained', (0, 2)), ('weight mask', (4, 6)), ('worst performance', (7, 9)), ('other two settings', (11, 14))]",[],[],[],[]
ablation-analysis,"By adding weights to specific regions such as 68 facial landmarks or central face region , weight ratio 3 shows considerable improvement on 68 points datasets over weight ratio 2 .","[('adding', (1, 2)), ('to', (3, 4)), ('such as', (6, 8)), ('shows', (19, 20)), ('on', (22, 23)), ('over', (26, 27))]","[('weights', (2, 3)), ('specific regions', (4, 6)), ('68 facial landmarks or', (8, 12)), ('central face region', (12, 15)), ('weight ratio', (16, 18)), ('considerable improvement', (20, 22)), ('68 points datasets', (23, 26)), ('weight ratio 2', (27, 30))]",[],[],[],[]
research-problem,Joint 3D Face Reconstruction and Dense Face Alignment from A Single Image with 2D - Assisted Self - Supervised Learning,[],"[('Joint 3D Face Reconstruction and Dense Face Alignment', (0, 8))]",[],[],[],[]
research-problem,3 D face reconstruction from a single 2D image is a challenging problem with broad applications .,[],"[('3 D face reconstruction from a single 2D image', (0, 9))]",[],[],[],[]
model,"Specifically , taking the sparse 2 D facial landmarks as additional information , 2 DSAL introduces four novel self - supervision schemes that view the 2D landmark and 3D landmark prediction as a self - mapping process , including the 2D and 3D landmark self - prediction consistency , cycle - consistency over the 2D landmark prediction and self - critic over the predicted 3 DMM coefficients based on landmark predictions .","[('taking', (2, 3)), ('introduces', (15, 16)), ('that view', (22, 24)), ('as', (31, 32)), ('including', (38, 39)), ('over', (52, 53)), ('over', (61, 62)), ('based on', (67, 69))]","[('sparse 2 D facial landmarks', (4, 9)), ('2', (13, 14)), ('four novel self - supervision schemes', (16, 22)), ('2D landmark and 3D landmark prediction', (25, 31)), ('self - mapping process', (33, 37)), ('2D and 3D landmark self - prediction consistency', (40, 48)), ('cycle - consistency', (49, 52)), ('2D landmark prediction', (54, 57)), ('self - critic', (58, 61)), ('predicted 3 DMM coefficients', (63, 67)), ('landmark predictions', (69, 71))]",[],[],[],[]
research-problem,"Using these four self - supervision schemes , the 2DASL method significantly relieves demands on the the conventional paired 2D - to - 3D annotations and gives much higher - quality 3 D face models without requiring any additional 3D annotations .","[('on', (14, 15)), ('gives', (26, 27)), ('without requiring', (35, 37))]","[('2DASL method', (9, 11)), ('significantly relieves', (11, 13)), ('demands', (13, 14)), ('conventional paired 2D - to - 3D annotations', (17, 25)), ('much higher - quality 3 D face models', (27, 35)), ('additional 3D annotations', (38, 41))]",[],[],[],[]
